qas_id,review,question,human_ans_spans,human_ans_indices
q224,"Phoenix Marketcity exudes a luxurious vibe with its elegant interiors and international brands.  Think designer labels like Gucci and Dior alongside contemporary favourites like Michael Kors and MAC Cosmetics.  Expect a higher price range here, but the quality and variety are unmatched. You can buy apparel, accessories, homeware, furniture and decor and high-end kitchen appliances. Entertainment options include a multiplex cinema, a bowling alley, and fine-dining restaurants.",What can I buy at Phoenix mall?,"apparel, accessories, homeware, furniture and décor","(300, 351)"
q225,"Phoenix Marketcity exudes a luxurious vibe with its elegant interiors and international brands.  Think designer labels like Gucci and Dior alongside contemporary favourites like Michael Kors and MAC Cosmetics.  Expect a higher price range here, but the quality and variety are unmatched. You can buy apparel, accessories, homeware, furniture and decor and high-end kitchen appliances. Entertainment options include a multiplex cinema, a bowling alley, and fine-dining restaurants.",What entertainment options are available at phoenix mall?,"multiplex cinema, a bowling alley, and fine-dining restaurants","(417, 479)"
q226,"Ampa Skywalk mall boasts an open-air atrium, allowing natural light to filter through the space.  It offers a good mix of mid-range brands like Levi's and Jack & Jones, alongside popular Indian fashion labels like Fabindia and Biba.  The price range here is more moderate, making it a great option for budget-conscious shoppers.  Ampa Skywalk also houses a large supermarket, a food court with a variety of cuisines, and a gaming zone for family entertainment.",What is unique about skywalk mall?,open-air atrium,"(28, 43)"
q227,"Ampa Skywalk mall boasts an open-air atrium, allowing natural light to filter through the space.  It offers a good mix of mid-range brands like Levi's and Jack & Jones, alongside popular Indian fashion labels like Fabindia and Biba.  The price range here is more moderate, making it a great option for budget-conscious shoppers.  Ampa Skywalk also houses a large supermarket, a food court with a variety of cuisines, and a gaming zone for family entertainment.",What brands can you find at Ampa Skywalk?,Levi's and Jack & Jones,"(144, 167)"
q228,"Ampa Skywalk mall boasts an open-air atrium, allowing natural light to filter through the space.  It offers a good mix of mid-range brands like Levi's and Jack & Jones, alongside popular Indian fashion labels like Fabindia and Biba.  The price range here is more moderate, making it a great option for budget-conscious shoppers.  Ampa Skywalk also houses a large supermarket, a food court with a variety of cuisines, and a gaming zone for family entertainment.",Whats the price range at skywalk?,moderate,"(263, 271)"
q229,"Ampa Skywalk mall boasts an open-air atrium, allowing natural light to filter through the space.  It offers a good mix of mid-range brands like Levi's and Jack & Jones, alongside popular Indian fashion labels like Fabindia and Biba.  The price range here is more moderate, making it a great option for budget-conscious shoppers.  Ampa Skywalk also houses a large supermarket, a food court with a variety of cuisines, and a gaming zone for family entertainment.",What else can you find at skywalk mall?,"a large supermarket, a food court","(355, 388)"
q230,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",What is Thyagaraya Nagar also called as?,T. Nagar,"(36, 44)"
q231,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",What is the significance of T Nagar?,largest shopping district in India by revenue,"(207, 252)"
q232,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",When was T nagar constructed?,1920s,"(114, 119)"
q233,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",Who is t Nagar Named after?,P. Thyagaraya Chetty,"(171, 191)"
q235,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",Name some famous shops in T Nagar?,"Pothys, Nalli Silks and Saravana Stores","(311, 350)"
q236,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",Where is T Nagar?,south to Nugambakkam,"(396, 416)"
q237,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",How far is T nagar from chennai airport?,10 km from Chennai Airport,"(423, 449)"
q238,"Thyagaraya Nagar, commonly known as T. Nagar, is a commercial neighbourhood in Chennai. It was constructed in the 1920s by the Madras Presidency. The town was named after P. Thyagaraya Chetty. It is now the largest shopping district in India by revenue. It is known for saree and jewellery retailers, including Pothys, Nalli Silks and Saravana Stores. Location and geography. T. Nagar is located south to Nugambakkam about 10 km from Chennai Airport and about 8 km from Chennai Central railway station.",How far is t Nagar from chennai central?,8 km from Chennai Central,"(460, 485)"
q239,"George Town has the landmark 'Parry building', after which the locality is called 'Parry's Corner'.It is situated near the Chennai Port,The place is a major hub for commercial banking and trading. It is one of the most congested areas in the city. You can buy textiles, wholesale goods, imported goods etc. at Parry's corner ",What is george town also called as?,Parry's Corner,"(83, 97)"
q240,"George Town has the landmark 'Parry building', after which the locality is called 'Parry's Corner'.It is situated near the Chennai Port,The place is a major hub for commercial banking and trading. It is one of the most congested areas in the city. You can buy textiles, wholesale goods, imported goods etc. at Parry's corner ",What is the significance of parry's corner?,major hub for commercial banking and trading,"(151, 195)"
q241,"George Town has the landmark 'Parry building', after which the locality is called 'Parry's Corner'.It is situated near the Chennai Port,The place is a major hub for commercial banking and trading. It is one of the most congested areas in the city. You can buy textiles, wholesale goods, imported goods etc. at Parry's corner ",What should I know about parry's corner?,one of the most congested areas in the city,"(203, 246)"
q242,"George Town has the landmark 'Parry building', after which the locality is called 'Parry's Corner'.It is situated near the Chennai Port,The place is a major hub for commercial banking and trading. It is one of the most congested areas in the city. You can buy textiles, wholesale goods, imported goods etc. at Parry's corner ",What can I buy at parry's corner?,"textiles, wholesale goods, imported goods etc.","(260, 306)"
q243,"George Town has the landmark 'Parry building', after which the locality is called 'Parry's Corner'.It is situated near the Chennai Port,The place is a major hub for commercial banking and trading. It is one of the most congested areas in the city. You can buy textiles, wholesale goods, imported goods etc. at Parry's corner ",Where is Parry's corner?,near the Chennai Port,"(114, 135)"
q244,"Chennai's Moore Market offers a captivating experience for the seasoned bargain hunter Nestled near Chennai Central Railway Station, this historic market boasts a legacy dating back to the late 19th century. Moore Market has evolved into a treasure trove of Books and unique finds. Prices generally start low, but Haggling is customary. The market can be crowded and navigating its maze-like layout might be confusing for first-timers.",When was moore market formed?,late 19th century,"(189, 206)"
q245,"Chennai's Moore Market offers a captivating experience for the seasoned bargain hunter Nestled near Chennai Central Railway Station, this historic market boasts a legacy dating back to the late 19th century. Moore Market has evolved into a treasure trove of Books and unique finds. Prices generally start low, but Haggling is customary. The market can be crowded and navigating its maze-like layout might be confusing for first-timers.",Where is moore market?,near Chennai Central Railway Station,"(95, 131)"
q246,"Chennai's Moore Market offers a captivating experience for the seasoned bargain hunter Nestled near Chennai Central Railway Station, this historic market boasts a legacy dating back to the late 19th century. Moore Market has evolved into a treasure trove of Books and unique finds. Prices generally start low, but Haggling is customary. The market can be crowded and navigating its maze-like layout might be confusing for first-timers.",What can you buy at Moore market?,Books and unique finds,"(258, 280)"
q248,"Chennai's Moore Market offers a captivating experience for the seasoned bargain hunter Nestled near Chennai Central Railway Station, this historic market boasts a legacy dating back to the late 19th century. Moore Market has evolved into a treasure trove of Books and unique finds. Prices generally start low, but Haggling is customary. The market can be crowded and navigating its maze-like layout might be confusing for first-timers.",who is the moore market suited for?,seasoned bargain hunter,"(63, 86)"
q249,"Chennai's Moore Market offers a captivating experience for the seasoned bargain hunter Nestled near Chennai Central Railway Station, this historic market boasts a legacy dating back to the late 19th century. Moore Market has evolved into a treasure trove of Books and unique finds. Prices generally start low, but Haggling is customary. The market can be crowded and navigating its maze-like layout might be confusing for first-timers.",Give tips to get best shopping experience at moore market.,Haggling is customary,"(314, 335)"
q250,"Chennai's Moore Market offers a captivating experience for the seasoned bargain hunter Nestled near Chennai Central Railway Station, this historic market boasts a legacy dating back to the late 19th century. Moore Market has evolved into a treasure trove of Books and unique finds. Prices generally start low, but Haggling is customary. The market can be crowded and navigating its maze-like layout might be confusing for first-timers.",Is moore market too congested?,market can be crowded,"(341, 362)"
q251,"San Thome Church, also known as St. Thomas Cathedral Basilica, stands as a significant landmark, embodying centuries of religious devotion and architectural splendor. It is located at Santhome High Road, Chennai. Built in 1523 AD by Portuguese explorers atop what they believed to be the tomb of Saint Thomas the Apostle, the church has undergone several transformations over the years, with its present neo-Gothic structure reflecting the architectural preferences of the late 19th century British era.",What is St. Thomas cathedral basilica also called as?,San Thome Church,"(0, 16)"
q252,"San Thome Church, also known as St. Thomas Cathedral Basilica, stands as a significant landmark, embodying centuries of religious devotion and architectural splendor. It is located at Santhome High Road, Chennai. Built in 1523 AD by Portuguese explorers atop what they believed to be the tomb of Saint Thomas the Apostle, the church has undergone several transformations over the years, with its present neo-Gothic structure reflecting the architectural preferences of the late 19th century British era.",Where is San Thome church?,"Santhome High Road, Chennai","(184, 211)"
q253,"San Thome Church, also known as St. Thomas Cathedral Basilica, stands as a significant landmark, embodying centuries of religious devotion and architectural splendor. It is located at Santhome High Road, Chennai. Built in 1523 AD by Portuguese explorers atop what they believed to be the tomb of Saint Thomas the Apostle, the church has undergone several transformations over the years, with its present neo-Gothic structure reflecting the architectural preferences of the late 19th century British era.",When was Santhome church built?,1523,"(222, 226)"
q255,"San Thome Church, also known as St. Thomas Cathedral Basilica, stands as a significant landmark, embodying centuries of religious devotion and architectural splendor. It is located at Santhome High Road, Chennai. Built in 1523 AD by Portuguese explorers atop what they believed to be the tomb of Saint Thomas the Apostle, the church has undergone several transformations over the years, with its present neo-Gothic structure reflecting the architectural preferences of the late 19th century British era.",What is Santhome church believed to be?,tomb of Saint Thomas,"(288, 308)"
q256,"San Thome Church, also known as St. Thomas Cathedral Basilica, stands as a significant landmark, embodying centuries of religious devotion and architectural splendor. It is located at Santhome High Road, Chennai. Built in 1523 AD by Portuguese explorers atop what they believed to be the tomb of Saint Thomas the Apostle, the church has undergone several transformations over the years, with its present neo-Gothic structure reflecting the architectural preferences of the late 19th century British era.",What is the architecture style of santhome church?,neo-Gothic,"(404, 414)"
q257,"The San Thome church hosts various observances and rituals, including the veneration of relics and the annual feast of Mylai Matha, honoring Our Lady of Mylapore.Santhome Basilica has several exciting places to be visited in its vicinity including Marina Beach and Kapaleeshwarar Temple.There is no entry fee for visiting the San Thome Basilica Church and it is open from 6 AM to 9 PM. You can reach this church by public transport.",Name a few rituals performed in Santhome basilica?,veneration of relics and the annual feast of Mylai Matha,"(74, 130)"
q258,"The San Thome church hosts various observances and rituals, including the veneration of relics and the annual feast of Mylai Matha, honoring Our Lady of Mylapore.Santhome Basilica has several exciting places to be visited in its vicinity including Marina Beach and Kapaleeshwarar Temple.There is no entry fee for visiting the San Thome Basilica Church and it is open from 6 AM to 9 PM. You can reach this church by public transport.",Name a few attractions near santhome church?,Marina Beach and Kapaleeshwarar Temple,"(248, 286)"
q260,"The San Thome church hosts various observances and rituals, including the veneration of relics and the annual feast of Mylai Matha, honoring Our Lady of Mylapore.Santhome Basilica has several exciting places to be visited in its vicinity including Marina Beach and Kapaleeshwarar Temple.There is no entry fee for visiting the San Thome Basilica Church and it is open from 6 AM to 9 PM. You can reach this church by public transport.",What are the timings at santhome church?,6 AM to 9 PM,"(372, 384)"
q261,"The San Thome church hosts various observances and rituals, including the veneration of relics and the annual feast of Mylai Matha, honoring Our Lady of Mylapore.Santhome Basilica has several exciting places to be visited in its vicinity including Marina Beach and Kapaleeshwarar Temple.There is no entry fee for visiting the San Thome Basilica Church and it is open from 6 AM to 9 PM. You can reach this church by public transport.",How to reach santhome church?,public transport,"(415, 431)"
q262,"The Basilica of Our Lady of Good Health commonly known as ‘Annai Vailankanni Shrine’ is a Marian Shrine dedicated to the Blessed Virgin Mary. It is located at the Edward Elliot’s Beach. The original church building was built in 1972 and was expanded in the later years.  Here devotees can indulge in several activities: You can visit Mother Mary’s Square, meditate or visit the Museum. There is no entry fees for visiting the Shrine. You can visit on all days of the week from 5:30 am to 8:00 pm.",What is Annai vailankanni shrine known as?,Basilica of Our Lady of Good Health,"(4, 39)"
q263,"The Basilica of Our Lady of Good Health commonly known as ‘Annai Vailankanni Shrine’ is a Marian Shrine dedicated to the Blessed Virgin Mary. It is located at the Edward Elliot’s Beach. The original church building was built in 1972 and was expanded in the later years.  Here devotees can indulge in several activities: You can visit Mother Mary’s Square, meditate or visit the Museum. There is no entry fees for visiting the Shrine. You can visit on all days of the week from 5:30 am to 8:00 pm.",Where is Annai Vailankanni Shrine located?,Edward Elliot’s Beach,"(163, 184)"
q265,"The Basilica of Our Lady of Good Health commonly known as ‘Annai Vailankanni Shrine’ is a Marian Shrine dedicated to the Blessed Virgin Mary. It is located at the Edward Elliot’s Beach. The original church building was built in 1972 and was expanded in the later years.  Here devotees can indulge in several activities: You can visit Mother Mary’s Square, meditate or visit the Museum. There is no entry fees for visiting the Shrine. You can visit on all days of the week from 5:30 am to 8:00 pm.",Who is Annai vailankanni shrine dedicated to?,the Blessed Virgin Mary,"(117, 140)"
q266,"The Basilica of Our Lady of Good Health commonly known as ‘Annai Vailankanni Shrine’ is a Marian Shrine dedicated to the Blessed Virgin Mary. It is located at the Edward Elliot’s Beach. The original church building was built in 1972 and was expanded in the later years.  Here devotees can indulge in several activities: You can visit Mother Mary’s Square, meditate or visit the Museum. There is no entry fees for visiting the Shrine. You can visit on all days of the week from 5:30 am to 8:00 pm.",When was Annai Vailankanni shrine built?,1972,"(228, 232)"
q267,"The Basilica of Our Lady of Good Health commonly known as ‘Annai Vailankanni Shrine’ is a Marian Shrine dedicated to the Blessed Virgin Mary. It is located at the Edward Elliot’s Beach. The original church building was built in 1972 and was expanded in the later years.  Here devotees can indulge in several activities: You can visit Mother Mary’s Square, meditate or visit the Museum. There is no entry fees for visiting the Shrine. You can visit on all days of the week from 5:30 am to 8:00 pm.",What activities can I do at Annai Vailankanni shrine?,"visit Mother Mary’s Square, meditate or visit the Museum","(328, 384)"
q268,"The Basilica of Our Lady of Good Health commonly known as ‘Annai Vailankanni Shrine’ is a Marian Shrine dedicated to the Blessed Virgin Mary. It is located at the Edward Elliot’s Beach. The original church building was built in 1972 and was expanded in the later years.  Here devotees can indulge in several activities: You can visit Mother Mary’s Square, meditate or visit the Museum. There is no entry fees for visiting the Shrine. You can visit on all days of the week from 5:30 am to 8:00 pm.",Do I have to pay entry fees to visit Annai vailankanni shrine?,no entry fees,"(395, 408)"
q270,"Thousand Lights Mosque in Chennai is among the most revered mosques of the city. The shrine is dedicated to Imam Hossain, the grandson of Prophet Muhammad. Thousand Lights Mosque follows a medieval architectural style, with multiple domes and minarets. The Mosque's history goes back to the early 19th century.Thousand Lights Mosque is in Anna Salai, and it’s easily accessible from all parts of Chennai. You can reach the mosque through public transport.The mosque is open every day, from 5.30 AM to 9 PM.",Who is the thousand lights mosque dedicated to?,Imam Hossain,"(108, 120)"
q273,"Thousand Lights Mosque in Chennai is among the most revered mosques of the city. The shrine is dedicated to Imam Hossain, the grandson of Prophet Muhammad. Thousand Lights Mosque follows a medieval architectural style, with multiple domes and minarets. The Mosque's history goes back to the early 19th century.Thousand Lights Mosque is in Anna Salai, and it’s easily accessible from all parts of Chennai. You can reach the mosque through public transport.The mosque is open every day, from 5.30 AM to 9 PM.",Where is Thousand lights mosque?,Anna Salai,"(339, 349)"
q274,"Thousand Lights Mosque in Chennai is among the most revered mosques of the city. The shrine is dedicated to Imam Hossain, the grandson of Prophet Muhammad. Thousand Lights Mosque follows a medieval architectural style, with multiple domes and minarets. The Mosque's history goes back to the early 19th century.Thousand Lights Mosque is in Anna Salai, and it’s easily accessible from all parts of Chennai. You can reach the mosque through public transport.The mosque is open every day, from 5.30 AM to 9 PM.",How to reach thousand lights mosque?,public transport,"(438, 454)"
q275,"Thousand Lights Mosque in Chennai is among the most revered mosques of the city. The shrine is dedicated to Imam Hossain, the grandson of Prophet Muhammad. Thousand Lights Mosque follows a medieval architectural style, with multiple domes and minarets. The Mosque's history goes back to the early 19th century.Thousand Lights Mosque is in Anna Salai, and it’s easily accessible from all parts of Chennai. You can reach the mosque through public transport.The mosque is open every day, from 5.30 AM to 9 PM.",What are the timings at thousand lights mosque?,5.30 AM to 9 PM,"(490, 505)"
q276,"The Kapaleeshwarar Temple, a Hindu temple dedicated to the deity Shiva, stands proudly in Mylapore, Chennai, Tamil Nadu, representing a splendid example of South Indian Architecture. Its origins date back to the 7th century CE, steeped in mythology and legends that narrate the worship of Shiva by his consort Parvati in the form of a peahen, hence the vernacular name Mylai for the surrounding area. The presiding deity, Kapaleeshwarar, is depicted as a lingam, while Parvati is worshipped as Karpagambal.",Who is Kapaleeshwarar temple dedicated to?,Shiva,"(65, 70)"
q277,"The Kapaleeshwarar Temple, a Hindu temple dedicated to the deity Shiva, stands proudly in Mylapore, Chennai, Tamil Nadu, representing a splendid example of South Indian Architecture. Its origins date back to the 7th century CE, steeped in mythology and legends that narrate the worship of Shiva by his consort Parvati in the form of a peahen, hence the vernacular name Mylai for the surrounding area. The presiding deity, Kapaleeshwarar, is depicted as a lingam, while Parvati is worshipped as Karpagambal.",Where is Kapaleeshwarar temple?,Mylapore,"(90, 98)"
q279,"The Kapaleeshwarar Temple, a Hindu temple dedicated to the deity Shiva, stands proudly in Mylapore, Chennai, Tamil Nadu, representing a splendid example of South Indian Architecture. Its origins date back to the 7th century CE, steeped in mythology and legends that narrate the worship of Shiva by his consort Parvati in the form of a peahen, hence the vernacular name Mylai for the surrounding area. The presiding deity, Kapaleeshwarar, is depicted as a lingam, while Parvati is worshipped as Karpagambal.",How old is Kapaleeshwarar temple?,origins date back to the 7th century,"(187, 223)"
q282,"Adorned with numerous shrines and halls, the temple hosts six daily rituals and four annual festivals.  The temple's name originates from the Puranic tales. The temple's name is derived from the words kapala (head) and Ishvara (Shiva).There are two entrances to the temple marked by the gopuram on either side.You can reach Kapaleeshwarar temple by public transport. The temple is open from 5:00 AM-12:00 PM  and from 4:00 PM - 9:30 PM in the night. There are no entry fees to be paid to visit the temple.",What does the name of the kapaleeshwarar temple mean?,derived from the words kapala (head) and Ishvara (Shiva),"(178, 234)"
q283,"Adorned with numerous shrines and halls, the temple hosts six daily rituals and four annual festivals.  The temple's name originates from the Puranic tales. The temple's name is derived from the words kapala (head) and Ishvara (Shiva).There are two entrances to the temple marked by the gopuram on either side.You can reach Kapaleeshwarar temple by public transport. The temple is open from 5:00 AM-12:00 PM  and from 4:00 PM - 9:30 PM in the night. There are no entry fees to be paid to visit the temple.",How many entrances are there in kapaleeshwarar temple?,two entrances,"(245, 258)"
q284,"Adorned with numerous shrines and halls, the temple hosts six daily rituals and four annual festivals.  The temple's name originates from the Puranic tales. The temple's name is derived from the words kapala (head) and Ishvara (Shiva).There are two entrances to the temple marked by the gopuram on either side.You can reach Kapaleeshwarar temple by public transport. The temple is open from 5:00 AM-12:00 PM  and from 4:00 PM - 9:30 PM in the night. There are no entry fees to be paid to visit the temple.",How can you reach kapaleeshwarar temple?,public transport,"(349, 365)"
q285,"Adorned with numerous shrines and halls, the temple hosts six daily rituals and four annual festivals.  The temple's name originates from the Puranic tales. The temple's name is derived from the words kapala (head) and Ishvara (Shiva).There are two entrances to the temple marked by the gopuram on either side.You can reach Kapaleeshwarar temple by public transport. The temple is open from 5:00 AM-12:00 PM  and from 4:00 PM - 9:30 PM in the night. There are no entry fees to be paid to visit the temple.",What are the timings at kapaleeshwarar temple?,5:00 AM-12:00 PM  and from 4:00 PM - 9:30 PM,"(391, 435)"
q286,"Adorned with numerous shrines and halls, the temple hosts six daily rituals and four annual festivals.  The temple's name originates from the Puranic tales. The temple's name is derived from the words kapala (head) and Ishvara (Shiva).There are two entrances to the temple marked by the gopuram on either side.You can reach Kapaleeshwarar temple by public transport. The temple is open from 5:00 AM-12:00 PM  and from 4:00 PM - 9:30 PM in the night. There are no entry fees to be paid to visit the temple.",Do I have to pay entry fees to visit kapaleeshwarar temple?,no entry fees,"(460, 473)"
q287,"Parthasarathy temple is one of the precious charms of Chennai dedicated to Lord Parathasarthy, a manifestation of Lord Vishnu.This enchanting religious site is one of the 108 Divyadesams.Parathasarthy in Tamil means the Charioteer of Arjuna. A glorious shrine of Lord Vishnu situated in Thiruvallikeni or Triplicane is one of the oldest and most important shrines of the city.The structure dates back to the 8th century when it was built by the Pallavas. ",who is parthasarathy temple dedicated to?,Lord Parathasarthy,"(75, 93)"
q289,"Parthasarathy temple is one of the precious charms of Chennai dedicated to Lord Parathasarthy, a manifestation of Lord Vishnu.This enchanting religious site is one of the 108 Divyadesams.Parathasarthy in Tamil means the Charioteer of Arjuna. A glorious shrine of Lord Vishnu situated in Thiruvallikeni or Triplicane is one of the oldest and most important shrines of the city.The structure dates back to the 8th century when it was built by the Pallavas. ",What is the significance of Parthasarathy temple?,one of the 108 Divyadesams,"(160, 186)"
q291,"Parthasarathy temple is one of the precious charms of Chennai dedicated to Lord Parathasarthy, a manifestation of Lord Vishnu.This enchanting religious site is one of the 108 Divyadesams.Parathasarthy in Tamil means the Charioteer of Arjuna. A glorious shrine of Lord Vishnu situated in Thiruvallikeni or Triplicane is one of the oldest and most important shrines of the city.The structure dates back to the 8th century when it was built by the Pallavas. ",Where is Parthasarathy temple?,Triplicane,"(305, 315)"
q292,"Parthasarathy temple is one of the precious charms of Chennai dedicated to Lord Parathasarthy, a manifestation of Lord Vishnu.This enchanting religious site is one of the 108 Divyadesams.Parathasarthy in Tamil means the Charioteer of Arjuna. A glorious shrine of Lord Vishnu situated in Thiruvallikeni or Triplicane is one of the oldest and most important shrines of the city.The structure dates back to the 8th century when it was built by the Pallavas. ",how old is parthasarathy temple?,dates back to the 8th century,"(390, 419)"
q293,"Parthasarathy temple is one of the precious charms of Chennai dedicated to Lord Parathasarthy, a manifestation of Lord Vishnu.This enchanting religious site is one of the 108 Divyadesams.Parathasarthy in Tamil means the Charioteer of Arjuna. A glorious shrine of Lord Vishnu situated in Thiruvallikeni or Triplicane is one of the oldest and most important shrines of the city.The structure dates back to the 8th century when it was built by the Pallavas. ",Who built parthasarathy temple?,Pallavas,"(445, 453)"
q294,"Visitors to Parthasarathy temple would be fascinated by the grandeur of the Dravidian style of architecture. Pilgrims throng in to celebrate Vaikunta Ekadesi held during the month of December to January.Parthasarathy Temple is open daily from 5:30 AM-12:00 PM and 4:00 PM-9:00 PM.There is no entry fee to visit the temple.People visiting Parthasarathy temple also explore the nearby sites like Kapaleeswarar Temple, Marina Beach and San Thome Basilica. you can reach the temple by public transport.",What architecture style is parthasarathy temple built in?,Dravidian style of architecture,"(76, 107)"
q295,"Visitors to Parthasarathy temple would be fascinated by the grandeur of the Dravidian style of architecture. Pilgrims throng in to celebrate Vaikunta Ekadesi held during the month of December to January.Parthasarathy Temple is open daily from 5:30 AM-12:00 PM and 4:00 PM-9:00 PM.There is no entry fee to visit the temple.People visiting Parthasarathy temple also explore the nearby sites like Kapaleeswarar Temple, Marina Beach and San Thome Basilica. you can reach the temple by public transport.",Name a popular festival celebrated in parthasarathy temple?,Vaikunta Ekadesi,"(141, 157)"
q297,"Visitors to Parthasarathy temple would be fascinated by the grandeur of the Dravidian style of architecture. Pilgrims throng in to celebrate Vaikunta Ekadesi held during the month of December to January.Parthasarathy Temple is open daily from 5:30 AM-12:00 PM and 4:00 PM-9:00 PM.There is no entry fee to visit the temple.People visiting Parthasarathy temple also explore the nearby sites like Kapaleeswarar Temple, Marina Beach and San Thome Basilica. you can reach the temple by public transport.",What are the timings at parthasarathy temple?,5:30 AM-12:00 PM and 4:00 PM-9:00 PM,"(243, 279)"
q299,"Visitors to Parthasarathy temple would be fascinated by the grandeur of the Dravidian style of architecture. Pilgrims throng in to celebrate Vaikunta Ekadesi held during the month of December to January.Parthasarathy Temple is open daily from 5:30 AM-12:00 PM and 4:00 PM-9:00 PM.There is no entry fee to visit the temple.People visiting Parthasarathy temple also explore the nearby sites like Kapaleeswarar Temple, Marina Beach and San Thome Basilica. you can reach the temple by public transport.",Name some attractions near parthasarathy temple?,"Kapaleeswarar Temple, Marina Beach","(394, 428)"
q301,"Mamallapuram, also known as Mahabalipuram, is a town in Chengalpattu district in the southeastern Indian state of Tamil Nadu, best known for the UNESCO World Heritage Site of 7th- and 8th-century Hindu Group of Monuments at Mahabalipuram. It is one of the famous tourist sites in India. The ancient name of the place is Thirukadalmallai. Mamallapuram was one of two major port cities in the Pallava kingdom. The town was named after Pallava king Narasimhavarman I, who was also known as Mamalla.",What is mahabalipuram also known as?,Mamallapuram,"(0, 12)"
q302,"Mamallapuram, also known as Mahabalipuram, is a town in Chengalpattu district in the southeastern Indian state of Tamil Nadu, best known for the UNESCO World Heritage Site of 7th- and 8th-century Hindu Group of Monuments at Mahabalipuram. It is one of the famous tourist sites in India. The ancient name of the place is Thirukadalmallai. Mamallapuram was one of two major port cities in the Pallava kingdom. The town was named after Pallava king Narasimhavarman I, who was also known as Mamalla.",Where is mahabalipuram?,Chengalpattu district,"(56, 77)"
q303,"Mamallapuram, also known as Mahabalipuram, is a town in Chengalpattu district in the southeastern Indian state of Tamil Nadu, best known for the UNESCO World Heritage Site of 7th- and 8th-century Hindu Group of Monuments at Mahabalipuram. It is one of the famous tourist sites in India. The ancient name of the place is Thirukadalmallai. Mamallapuram was one of two major port cities in the Pallava kingdom. The town was named after Pallava king Narasimhavarman I, who was also known as Mamalla.",What is the significance of mahabalipuram?,UNESCO World Heritage Site,"(145, 171)"
q304,"Mamallapuram, also known as Mahabalipuram, is a town in Chengalpattu district in the southeastern Indian state of Tamil Nadu, best known for the UNESCO World Heritage Site of 7th- and 8th-century Hindu Group of Monuments at Mahabalipuram. It is one of the famous tourist sites in India. The ancient name of the place is Thirukadalmallai. Mamallapuram was one of two major port cities in the Pallava kingdom. The town was named after Pallava king Narasimhavarman I, who was also known as Mamalla.",How old is mahabalipuram?,7th- and 8th-century Hindu Group of Monuments,"(175, 220)"
